cell_id,lat,lon,eq_count,eq_mag_mean,eq_mag_max,eq_depth_mean,eq_energy_log,eq_days_since_last_major,cyclone_count,wind_mean,wind_max,pressure_min_mean,dist_nearest_volcano_km,volcano_count
83e20dfffffffff,-57.0639654408334,-136.8314962700577,0.0,,,,,,1.0,30.0,30.0,990.0,3971.284457897973,0
835242fffffffff,17.060824642223842,50.097925478183235,0.0,,,,,,0.0,,,,1116.1157603650836,0
832c73fffffffff,43.46282883401191,49.231585486142514,0.0,,,,,,0.0,,,,2169.183669434714,0
83ed9cfffffffff,-61.73482072323376,149.04442332156555,0.0,,,,,,0.0,,,,3225.4806936855166,0
83459cfffffffff,21.632839615779275,-78.52331638172606,0.0,,,,,,9.0,42.77777777777778,95.0,994.5,8654.387817971772,0
83f344fffffffff,-71.69358083983964,-145.30465726997176,0.0,,,,,,0.0,,,,4300.753283781421,0
83a968fffffffff,-26.983940862030963,-59.992044648054225,0.0,,,,,,0.0,,,,8421.28147082011,0
83e070fffffffff,-59.47451741910704,51.61163959255267,0.0,,,,,,0.0,,,,4263.47530047909,0
830a58fffffffff,70.63636717939772,105.32880397502615,0.0,,,,,,0.0,,,,4475.0691653558615,0
83e700fffffffff,-69.45720235341332,36.17916620656329,0.0,,,,,,0.0,,,,5520.068521192178,0
8316a0fffffffff,51.16921634580974,156.59957917681325,153.0,4.9736601307189545,6.9,86.76760130718954,15.800461010774965,1056.0,10.0,51.42857142857143,65.0,977.2,2900.261188635995,0
831493fffffffff,45.65238515948391,128.7988148199147,0.0,,,,,,4.0,40.0,45.0,989.75,1433.0759031509979,0
832518fffffffff,48.38140908824393,96.27863622135537,0.0,,,,,,0.0,,,,3317.404024282837,0
83d728fffffffff,-55.87454120169321,31.898550559927415,0.0,,,,,,0.0,,,,4324.575847777689,0
8386a5fffffffff,-3.840173436121387,87.34631378193646,7.0,5.205714285714286,6.1,10.571428571428571,14.148019195074786,982.0,3.0,35.0,35.0,1000.0,2521.2151874870938,0
833a4bfffffffff,23.291655384866544,-39.9083904367433,0.0,,,,,,14.0,52.5,90.0,993.0,5338.184032349883,0
8342eefffffffff,24.664005349187317,70.36673745411673,2.0,4.85,5.0,33.0,12.431879480002063,,5.0,31.0,35.0,987.25,3373.2307230559236,0
838c35fffffffff,-10.107759636941323,107.72488234760597,107.0,4.838598130841121,6.7,15.854018691588784,15.26151192939163,4788.0,24.0,29.545454545454547,52.5,998.5909090909091,400.75216657048753,0
83f26dfffffffff,-69.98278273545145,-120.80684082393202,0.0,,,,,,0.0,,,,5031.670222877795,0
83da21fffffffff,-55.32622851991073,169.34238635327947,0.0,,,,,,0.0,,,,1983.12631389318,0
832e1efffffffff,42.45174791411764,143.47033329592176,269.0,4.941040892193308,8.1,68.01903345724907,16.984102742402023,4919.0,21.0,42.10526315789474,55.0,993.6666666666666,1520.0483183228152,0
8384c9fffffffff,-10.882875595181895,73.15468607087331,0.0,,,,,,59.0,33.06666666666667,85.0,995.4666666666667,2188.3312434499626,0
839f56fffffffff,-21.282604160117664,167.9033039674143,52.0,4.822692307692307,5.58,20.960769230769227,13.999253950776934,,36.0,39.19143356643357,80.0,990.4230769230769,1846.8878590811682,0
837fabfffffffff,-4.423771407614836,177.66435070038108,0.0,,,,,,0.0,,,,1442.8023732025608,0
838175fffffffff,-11.398631006566305,-48.35292493566056,0.0,,,,,,0.0,,,,6799.66428769353,0
